YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2021,1,AL,"Electric Generators, Independent Power Producers",Total,2399106
2021,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,2374690
2021,1,AL,"Electric Generators, Independent Power Producers",Other,2
2021,1,AL,"Electric Generators, Independent Power Producers",Petroleum,2706
2021,1,AL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,17821
2021,1,AL,"Electric Generators, Independent Power Producers",Other Biomass,3886
2021,1,AL,"Electric Generators, Electric Utilities",Total,9303801
2021,1,AL,"Electric Generators, Electric Utilities",Coal,2096650
2021,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1149996
2021,1,AL,"Electric Generators, Electric Utilities",Natural Gas,1933243
2021,1,AL,"Electric Generators, Electric Utilities",Nuclear,4122597
2021,1,AL,"Electric Generators, Electric Utilities",Petroleum,9
2021,1,AL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1305
2021,1,AR,Total Electric Power Industry,Total,5116766
2021,1,AR,Total Electric Power Industry,Coal,2302243
2021,1,AR,Total Electric Power Industry,Pumped Storage,934
2021,1,AR,Total Electric Power Industry,Hydroelectric Conventional,382785
2021,1,AR,Total Electric Power Industry,Natural Gas,940090
2021,1,AR,Total Electric Power Industry,Nuclear,1369932
2021,1,AR,Total Electric Power Industry,Other,1021
2021,1,AR,Total Electric Power Industry,Petroleum,8174
2021,1,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,24572
2021,1,AR,Total Electric Power Industry,Other Biomass,5229
2021,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,81785
2021,1,AR,"Combined Heat and Power, Industrial Power",Total,109432
2021,1,AR,"Combined Heat and Power, Industrial Power",Coal,3398
2021,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,23031
2021,1,AR,"Combined Heat and Power, Industrial Power",Other,1041
2021,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,1,AR,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,176
2021,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,81785
2021,1,AR,"Combined Heat and Power, Commercial Power",Total,3488
2021,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,1998
2021,1,AR,"Combined Heat and Power, Commercial Power",Other,-20
2021,1,AR,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1056
2021,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,454
2021,1,AR,"Combined Heat and Power, Electric Power",Total,124170
2021,1,AR,"Combined Heat and Power, Electric Power",Natural Gas,124170
2021,1,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2021,1,AR,"Combined Heat and Power, Electric Power",Other Biomass,0
2021,1,AR,"Electric Generators, Independent Power Producers",Total,435410
2021,1,AR,"Electric Generators, Independent Power Producers",Coal,402345
2021,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5091
2021,1,AR,"Electric Generators, Independent Power Producers",Petroleum,163
2021,1,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,23035
2021,1,AR,"Electric Generators, Independent Power Producers",Other Biomass,4775
2021,1,AR,"Electric Generators, Electric Utilities",Total,4444266
2021,1,AR,"Electric Generators, Electric Utilities",Coal,1896500
2021,1,AR,"Electric Generators, Electric Utilities",Pumped Storage,934
2021,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,377694
2021,1,AR,"Electric Generators, Electric Utilities",Natural Gas,790891
2021,1,AR,"Electric Generators, Electric Utilities",Nuclear,1369932
2021,1,AR,"Electric Generators, Electric Utilities",Petroleum,8010
2021,1,AR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,304
2021,1,AZ,Total Electric Power Industry,Total,8670505
2021,1,AZ,Total Electric Power Industry,Coal,938410
2021,1,AZ,Total Electric Power Industry,Pumped Storage,-17363
2021,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,541874
2021,1,AZ,Total Electric Power Industry,Natural Gas,3728724
2021,1,AZ,Total Electric Power Industry,Nuclear,2976208
2021,1,AZ,Total Electric Power Industry,Other,-451
2021,1,AZ,Total Electric Power Industry,Petroleum,2467
2021,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,356796
2021,1,AZ,Total Electric Power Industry,Other Biomass,1722
2021,1,AZ,Total Electric Power Industry,Wind,125546
2021,1,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,16572
2021,1,AZ,"Combined Heat and Power, Commercial Power",Total,12469
2021,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,11403
2021,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1
2021,1,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1065
2021,1,AZ,"Combined Heat and Power, Electric Power",Total,0
2021,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,0
2021,1,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2021,1,AZ,"Electric Generators, Independent Power Producers",Total,1739645
2021,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas,1282942
2021,1,AZ,"Electric Generators, Independent Power Producers",Other,-451
2021,1,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,313314
2021,1,AZ,"Electric Generators, Independent Power Producers",Other Biomass,1722
2021,1,AZ,"Electric Generators, Independent Power Producers",Wind,125546
2021,1,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,16572
2021,1,AZ,"Electric Generators, Electric Utilities",Total,6918391
2021,1,AZ,"Electric Generators, Electric Utilities",Coal,938410
2021,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,-17363
2021,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,541874
2021,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,2434379
2021,1,AZ,"Electric Generators, Electric Utilities",Nuclear,2976208
2021,1,AZ,"Electric Generators, Electric Utilities",Other,0
2021,1,AZ,"Electric Generators, Electric Utilities",Petroleum,2466
2021,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,42418
2021,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2021,1,CA,Total Electric Power Industry,Total,13163522
2021,1,CA,Total Electric Power Industry,Coal,17410
2021,1,CA,Total Electric Power Industry,Geothermal,908714
2021,1,CA,Total Electric Power Industry,Pumped Storage,-23754
2021,1,CA,Total Electric Power Industry,Hydroelectric Conventional,739113
2021,1,CA,Total Electric Power Industry,Natural Gas,7156401
2021,1,CA,Total Electric Power Industry,Nuclear,1287253
2021,1,CA,Total Electric Power Industry,Other Gases,90701
2021,1,CA,Total Electric Power Industry,Other,48631
2021,1,CA,Total Electric Power Industry,Petroleum,3088
2021,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1687425
2021,1,CA,Total Electric Power Industry,Other Biomass,228643
2021,1,CA,Total Electric Power Industry,Wind,748703
2021,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,271195
2021,1,CA,"Combined Heat and Power, Industrial Power",Total,1139611
2021,1,CA,"Combined Heat and Power, Industrial Power",Coal,17410
2021,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,926399
2021,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,90701
2021,1,CA,"Combined Heat and Power, Industrial Power",Other,36809
2021,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,334
2021,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,3446
2021,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1329
2021,1,CA,"Combined Heat and Power, Industrial Power",Wind,225
2021,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,62957
2021,1,CA,"Combined Heat and Power, Commercial Power",Total,201940
2021,1,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2021,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,947
2021,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,132063
2021,1,CA,"Combined Heat and Power, Commercial Power",Other,-14
2021,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,41
2021,1,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,8856
2021,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,59303
2021,1,CA,"Combined Heat and Power, Commercial Power",Wind,744
2021,1,CA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,1,CA,"Combined Heat and Power, Electric Power",Total,1014943
2021,1,CA,"Combined Heat and Power, Electric Power",Coal,0
2021,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,904654
2021,1,CA,"Combined Heat and Power, Electric Power",Other,10503
2021,1,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2021,1,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,365
2021,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,17530
2021,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,81892
2021,1,CA,"Electric Generators, Independent Power Producers",Total,6630385
2021,1,CA,"Electric Generators, Independent Power Producers",Geothermal,843303
2021,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,42166
2021,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,3106150
2021,1,CA,"Electric Generators, Independent Power Producers",Other,2320
2021,1,CA,"Electric Generators, Independent Power Producers",Petroleum,310
2021,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1654560
2021,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,143235
2021,1,CA,"Electric Generators, Independent Power Producers",Wind,711995
2021,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,126346
2021,1,CA,"Electric Generators, Electric Utilities",Total,4176643
2021,1,CA,"Electric Generators, Electric Utilities",Geothermal,65411
2021,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-23754
2021,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,696000
2021,1,CA,"Electric Generators, Electric Utilities",Natural Gas,2087135
2021,1,CA,"Electric Generators, Electric Utilities",Nuclear,1287253
2021,1,CA,"Electric Generators, Electric Utilities",Other Gases,0
2021,1,CA,"Electric Generators, Electric Utilities",Other,-988
2021,1,CA,"Electric Generators, Electric Utilities",Petroleum,2403
2021,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,20198
2021,1,CA,"Electric Generators, Electric Utilities",Other Biomass,7247
2021,1,CA,"Electric Generators, Electric Utilities",Wind,35739
2021,1,CO,Total Electric Power Industry,Total,4850347
2021,1,CO,Total Electric Power Industry,Coal,1966022
2021,1,CO,Total Electric Power Industry,Pumped Storage,-17964
2021,1,CO,Total Electric Power Industry,Hydroelectric Conventional,142452
2021,1,CO,Total Electric Power Industry,Natural Gas,1330926
2021,1,CO,Total Electric Power Industry,Other Gases,631
2021,1,CO,Total Electric Power Industry,Other,3844
2021,1,CO,Total Electric Power Industry,Petroleum,871
2021,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,78554
2021,1,CO,Total Electric Power Industry,Other Biomass,6625
2021,1,CO,Total Electric Power Industry,Wind,1330546
2021,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,7839
2021,1,CO,"Combined Heat and Power, Industrial Power",Total,18079
2021,1,CO,"Combined Heat and Power, Industrial Power",Coal,0
2021,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,13480
2021,1,CO,"Combined Heat and Power, Industrial Power",Other Gases,631
2021,1,CO,"Combined Heat and Power, Industrial Power",Other,3786
2021,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,2
2021,1,CO,"Combined Heat and Power, Industrial Power",Wind,180
2021,1,CO,"Combined Heat and Power, Commercial Power",Total,1132
2021,1,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,619
2021,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,0
2021,1,CO,"Combined Heat and Power, Commercial Power",Other,0
2021,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,1,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,513
2021,1,CO,"Combined Heat and Power, Electric Power",Total,3325
2021,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,83
2021,1,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2021,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,3242
2021,1,CO,"Electric Generators, Independent Power Producers",Total,1260603
2021,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,13917
2021,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,175485
2021,1,CO,"Electric Generators, Independent Power Producers",Other,71
2021,1,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2021,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,77338
2021,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,3383
2021,1,CO,"Electric Generators, Independent Power Producers",Wind,982570
2021,1,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,7839
2021,1,CO,"Electric Generators, Electric Utilities",Total,3567208
2021,1,CO,"Electric Generators, Electric Utilities",Coal,1966022
2021,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-17964
2021,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,127917
2021,1,CO,"Electric Generators, Electric Utilities",Natural Gas,1141878
2021,1,CO,"Electric Generators, Electric Utilities",Other,-13
2021,1,CO,"Electric Generators, Electric Utilities",Petroleum,869
2021,1,CO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,704
2021,1,CO,"Electric Generators, Electric Utilities",Wind,347796
2021,1,CT,Total Electric Power Industry,Total,3671505
2021,1,CT,Total Electric Power Industry,Coal,133383
2021,1,CT,Total Electric Power Industry,Pumped Storage,9153
2021,1,CT,Total Electric Power Industry,Hydroelectric Conventional,47166
2021,1,CT,Total Electric Power Industry,Natural Gas,1950681
2021,1,CT,Total Electric Power Industry,Nuclear,1399646
2021,1,CT,Total Electric Power Industry,Other,46944
2021,1,CT,Total Electric Power Industry,Petroleum,1955
2021,1,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,14068
2021,1,CT,Total Electric Power Industry,Other Biomass,38926
2021,1,CT,Total Electric Power Industry,Wind,1658
2021,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,27926
2021,1,CT,"Combined Heat and Power, Industrial Power",Total,47337
2021,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,47134
2021,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,197
2021,1,CT,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,6
2021,1,CT,"Combined Heat and Power, Commercial Power",Total,25806
2021,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,24335
2021,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,1281
2021,1,CT,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,189
2021,1,CT,"Combined Heat and Power, Electric Power",Total,14832
2021,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,14710
2021,1,CT,"Combined Heat and Power, Electric Power",Petroleum,122
2021,1,CT,"Electric Generators, Independent Power Producers",Total,3573859
2021,1,CT,"Electric Generators, Independent Power Producers",Coal,133383
2021,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,9153
2021,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,43413
2021,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,1859274
2021,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1399646
2021,1,CT,"Electric Generators, Independent Power Producers",Other,46944
2021,1,CT,"Electric Generators, Independent Power Producers",Petroleum,-159
2021,1,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,13695
2021,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,38926
2021,1,CT,"Electric Generators, Independent Power Producers",Wind,1658
2021,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,27926
2021,1,CT,"Electric Generators, Electric Utilities",Total,9671
2021,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3753
2021,1,CT,"Electric Generators, Electric Utilities",Natural Gas,5228
2021,1,CT,"Electric Generators, Electric Utilities",Petroleum,513
2021,1,CT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,177
2021,1,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2021,1,DC,Total Electric Power Industry,Total,17544
2021,1,DC,Total Electric Power Industry,Natural Gas,12155
2021,1,DC,Total Electric Power Industry,Petroleum,3
2021,1,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,779
2021,1,DC,Total Electric Power Industry,Other Biomass,4607
2021,1,DC,"Combined Heat and Power, Commercial Power",Total,16765
2021,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,12155
2021,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,3
2021,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,4607
2021,1,DC,"Electric Generators, Independent Power Producers",Total,779
2021,1,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,779
2021,1,DE,Total Electric Power Industry,Total,118378
2021,1,DE,Total Electric Power Industry,Coal,-3129
2021,1,DE,Total Electric Power Industry,Natural Gas,100303
2021,1,DE,Total Electric Power Industry,Other Gases,10842
2021,1,DE,Total Electric Power Industry,Petroleum,350
2021,1,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,2968
2021,1,DE,Total Electric Power Industry,Other Biomass,6533
2021,1,DE,Total Electric Power Industry,Wind,511
2021,1,DE,"Combined Heat and Power, Industrial Power",Total,88946
2021,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,77106
2021,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,10842
2021,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,1,DE,"Combined Heat and Power, Industrial Power",Other Biomass,998
2021,1,DE,"Combined Heat and Power, Commercial Power",Total,511
2021,1,DE,"Combined Heat and Power, Commercial Power",Wind,511
2021,1,DE,"Combined Heat and Power, Electric Power",Total,3127
2021,1,DE,"Combined Heat and Power, Electric Power",Coal,0
2021,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,2807
2021,1,DE,"Combined Heat and Power, Electric Power",Petroleum,320
2021,1,DE,"Electric Generators, Independent Power Producers",Total,24841
2021,1,DE,"Electric Generators, Independent Power Producers",Coal,-3129
2021,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,19879
2021,1,DE,"Electric Generators, Independent Power Producers",Petroleum,-58
2021,1,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2613
2021,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,5536
2021,1,DE,"Electric Generators, Electric Utilities",Total,953
2021,1,DE,"Electric Generators, Electric Utilities",Natural Gas,511
2021,1,DE,"Electric Generators, Electric Utilities",Petroleum,88
2021,1,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,354
2021,1,FL,Total Electric Power Industry,Total,18188570
2021,1,FL,Total Electric Power Industry,Coal,1591629
2021,1,FL,Total Electric Power Industry,Hydroelectric Conventional,22148
2021,1,FL,Total Electric Power Industry,Natural Gas,12619799
2021,1,FL,Total Electric Power Industry,Nuclear,2698621
2021,1,FL,Total Electric Power Industry,Other Gases,0
2021,1,FL,Total Electric Power Industry,Other,259140
2021,1,FL,Total Electric Power Industry,Petroleum,103746
2021,1,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,548020
2021,1,FL,Total Electric Power Industry,Other Biomass,190867
2021,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,154600
2021,1,FL,"Combined Heat and Power, Industrial Power",Total,394893
2021,1,FL,"Combined Heat and Power, Industrial Power",Coal,2968
2021,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,140673
2021,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,0
2021,1,FL,"Combined Heat and Power, Industrial Power",Other,114120
2021,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,2681
2021,1,FL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,223
2021,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,27195
2021,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,107032
2021,1,FL,"Combined Heat and Power, Commercial Power",Total,36937
2021,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,5212
2021,1,FL,"Combined Heat and Power, Commercial Power",Other,16527
2021,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,1,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,476
2021,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,14721
2021,1,FL,"Combined Heat and Power, Electric Power",Total,162951
2021,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,158749
2021,1,FL,"Combined Heat and Power, Electric Power",Petroleum,0
2021,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,4202
2021,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2021,1,FL,"Electric Generators, Independent Power Producers",Total,528604
2021,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,199270
2021,1,FL,"Electric Generators, Independent Power Producers",Other,128598
2021,1,FL,"Electric Generators, Independent Power Producers",Petroleum,49
2021,1,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,64357
2021,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,136330
2021,1,FL,"Electric Generators, Electric Utilities",Total,17065186
2021,1,FL,"Electric Generators, Electric Utilities",Coal,1588662
2021,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,22148
2021,1,FL,"Electric Generators, Electric Utilities",Natural Gas,12115894
2021,1,FL,"Electric Generators, Electric Utilities",Nuclear,2698621
2021,1,FL,"Electric Generators, Electric Utilities",Other,-106
2021,1,FL,"Electric Generators, Electric Utilities",Petroleum,101016
2021,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,482964
2021,1,FL,"Electric Generators, Electric Utilities",Other Biomass,8419
2021,1,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,47568
2021,1,GA,Total Electric Power Industry,Total,10325059
2021,1,GA,Total Electric Power Industry,Coal,1258500
2021,1,GA,Total Electric Power Industry,Pumped Storage,-10320
2021,1,GA,Total Electric Power Industry,Hydroelectric Conventional,355845
2021,1,GA,Total Electric Power Industry,Natural Gas,4893544
2021,1,GA,Total Electric Power Industry,Nuclear,3043864
2021,1,GA,Total Electric Power Industry,Other,6908
2021,1,GA,Total Electric Power Industry,Petroleum,22623
2021,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,250010
2021,1,GA,Total Electric Power Industry,Other Biomass,29383
2021,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,474702
2021,1,GA,"Combined Heat and Power, Industrial Power",Total,446596
2021,1,GA,"Combined Heat and Power, Industrial Power",Coal,16970
2021,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,994
2021,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,70287
2021,1,GA,"Combined Heat and Power, Industrial Power",Other,6916
2021,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,19425
2021,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,3783
2021,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,328221
2021,1,GA,"Combined Heat and Power, Commercial Power",Total,217
2021,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2021,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,110
2021,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,107
2021,1,GA,"Combined Heat and Power, Commercial Power",Other Biomass,0
2021,1,GA,"Combined Heat and Power, Electric Power",Total,33296
2021,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,2180
